,electricity_buy_price,electricity_sell_price,natural_gas_price,hydrogen_price,ammonia_price,sng_price,reclaimed_water_price,fertilizer_n_price,fertilizer_p_price
summer_h06,114.70156472248705,52.435001015994075,400.0,3000,500,400,0.5,600,800
summer_h07,232.07166063560672,74.26293140339415,400.0,3000,500,400,0.5,600,800
summer_h08,221.1637634980293,70.77240431936939,400.0,3000,500,400,0.5,600,800
summer_h09,225.28121017079562,72.0899872546546,400.0,3000,500,400,0.5,600,800
summer_h10,142.2990455502763,56.91961822011052,400.0,3000,500,400,0.5,600,800
summer_h11,138.35282652665683,55.34113061066273,400.0,3000,500,400,0.5,600,800
summer_h12,151.49421637498287,60.59768654999314,400.0,3000,500,400,0.5,600,800
summer_h13,151.1791571261847,60.47166285047388,400.0,3000,500,400,0.5,600,800
summer_h14,132.83078549875916,53.13231419950367,400.0,3000,500,400,0.5,600,800
summer_h15,136.93793935378054,54.77517574151222,400.0,3000,500,400,0.5,600,800
summer_h16,147.81150124637938,59.12460049855175,400.0,3000,500,400,0.5,600,800
summer_h17,154.72615887756163,61.89046355102465,400.0,3000,500,400,0.5,600,800
summer_h18,228.96798499389485,73.26975519804635,400.0,3000,500,400,0.5,600,800
summer_h19,231.25875817159843,74.0028026149115,400.0,3000,500,400,0.5,600,800
summer_h20,227.7777504087099,72.88888013078716,400.0,3000,500,400,0.5,600,800
summer_h21,224.56925058346968,71.8621601867103,400.0,3000,500,400,0.5,600,800
summer_h22,97.7473573682197,44.68450622547186,400.0,3000,500,400,0.5,600,800
summer_h23,109.28671086778719,49.95963925384558,400.0,3000,500,400,0.5,600,800
autumn_h00,105.57109391989916,48.26107150623962,500.0,3000,500,400,0.5,600,800
autumn_h01,101.68363231033373,46.48394619900971,500.0,3000,500,400,0.5,600,800
autumn_h02,105.35318770667767,48.16145723733837,500.0,3000,500,400,0.5,600,800
autumn_h03,104.42814014272027,47.73857835095784,500.0,3000,500,400,0.5,600,800
autumn_h04,94.51215056731473,43.20555454505816,500.0,3000,500,400,0.5,600,800
autumn_h05,113.28737284262661,51.78851329948645,500.0,3000,500,400,0.5,600,800
autumn_h06,108.89412369271571,49.780170830955754,500.0,3000,500,400,0.5,600,800
autumn_h07,216.6669705837951,69.33343058681443,500.0,3000,500,400,0.5,600,800
autumn_h08,224.8060086371256,71.9379227638802,500.0,3000,500,400,0.5,600,800
autumn_h09,230.9281776136458,73.89701683636666,500.0,3000,500,400,0.5,600,800
autumn_h10,141.44017104662598,56.57606841865039,500.0,3000,500,400,0.5,600,800
autumn_h11,141.85178207264775,56.740712829059106,500.0,3000,500,400,0.5,600,800
autumn_h12,156.04011971957286,62.416047887829144,500.0,3000,500,400,0.5,600,800
autumn_h13,144.90061068760565,57.960244275042264,500.0,3000,500,400,0.5,600,800
autumn_h14,140.76691835926937,56.30676734370775,500.0,3000,500,400,0.5,600,800
autumn_h15,144.4904292018645,57.79617168074579,500.0,3000,500,400,0.5,600,800
autumn_h16,150.29860264832462,60.11944105932985,500.0,3000,500,400,0.5,600,800
autumn_h17,167.9521141710892,67.18084566843568,500.0,3000,500,400,0.5,600,800
autumn_h18,226.12295257402616,72.35934482368837,500.0,3000,500,400,0.5,600,800
autumn_h19,236.88725431225595,75.8039213799219,500.0,3000,500,400,0.5,600,800
autumn_h20,227.24712671332986,72.71908054826555,500.0,3000,500,400,0.5,600,800
autumn_h21,231.15254589067385,73.96881468501563,500.0,3000,500,400,0.5,600,800
autumn_h22,94.88379547481946,43.37544935991747,500.0,3000,500,400,0.5,600,800
autumn_h23,94.88138632425051,43.37434803394309,500.0,3000,500,400,0.5,600,800
