,electricity_buy_price,electricity_sell_price,natural_gas_price,hydrogen_price,ammonia_price,sng_price,reclaimed_water_price,fertilizer_n_price,fertilizer_p_price
autumn_h10,163.368496005007,65.3473984020028,500.0,3000,500,400,0.5,600,800
autumn_h11,144.77963019117047,57.911852076468186,500.0,3000,500,400,0.5,600,800
autumn_h12,149.78308199553007,59.91323279821203,500.0,3000,500,400,0.5,600,800
autumn_h13,161.74991475278276,64.6999659011131,500.0,3000,500,400,0.5,600,800
autumn_h14,149.6937046187652,59.87748184750608,500.0,3000,500,400,0.5,600,800
autumn_h15,156.74380194486764,62.69752077794706,500.0,3000,500,400,0.5,600,800
autumn_h16,157.58162251804944,63.03264900721978,500.0,3000,500,400,0.5,600,800
autumn_h17,145.43453429460268,58.17381371784107,500.0,3000,500,400,0.5,600,800
autumn_h18,225.87418850297072,72.27974032095062,500.0,3000,500,400,0.5,600,800
autumn_h19,222.57245749163877,71.22318639732441,500.0,3000,500,400,0.5,600,800
autumn_h20,214.81940434869838,68.74220939158349,500.0,3000,500,400,0.5,600,800
autumn_h21,216.21822447326147,69.18983183144367,500.0,3000,500,400,0.5,600,800
autumn_h22,106.71810170996153,48.78541792455384,500.0,3000,500,400,0.5,600,800
autumn_h23,108.30751400812008,49.512006403712036,500.0,3000,500,400,0.5,600,800
