,electricity_buy_price,electricity_sell_price,natural_gas_price,hydrogen_price,ammonia_price,sng_price,reclaimed_water_price,fertilizer_n_price,fertilizer_p_price
autumn_h06,107.33261106420667,49.06633648649448,500.0,3000,500,400,0.5,600,800
autumn_h07,220.81129446377957,70.65961422840947,500.0,3000,500,400,0.5,600,800
autumn_h08,203.82355564046208,65.22353780494787,500.0,3000,500,400,0.5,600,800
autumn_h09,226.39873359942018,72.44759475181445,500.0,3000,500,400,0.5,600,800
autumn_h10,140.98324915777002,56.39329966310801,500.0,3000,500,400,0.5,600,800
autumn_h11,152.15059388340657,60.86023755336263,500.0,3000,500,400,0.5,600,800
autumn_h12,155.67893084515396,62.27157233806158,500.0,3000,500,400,0.5,600,800
autumn_h13,158.32953624750402,63.3318144990016,500.0,3000,500,400,0.5,600,800
autumn_h14,154.25874598706383,61.70349839482554,500.0,3000,500,400,0.5,600,800
autumn_h15,155.7786177377718,62.311447095108726,500.0,3000,500,400,0.5,600,800
autumn_h16,154.611169678441,61.844467871376395,500.0,3000,500,400,0.5,600,800
autumn_h17,151.2028668053457,60.481146722138284,500.0,3000,500,400,0.5,600,800
autumn_h18,220.9811840982379,70.71397891143612,500.0,3000,500,400,0.5,600,800
autumn_h19,209.13913790987905,66.92452413116129,500.0,3000,500,400,0.5,600,800
autumn_h20,220.48288926002468,70.55452456320789,500.0,3000,500,400,0.5,600,800
autumn_h21,232.20925086677138,74.30696027736684,500.0,3000,500,400,0.5,600,800
autumn_h22,114.15984245754721,52.18735655202158,500.0,3000,500,400,0.5,600,800
autumn_h23,96.91438104098403,44.30371704730698,500.0,3000,500,400,0.5,600,800
