,electricity_buy_price,electricity_sell_price,natural_gas_price,hydrogen_price,ammonia_price,sng_price,reclaimed_water_price,fertilizer_n_price,fertilizer_p_price
summer_h20,226.58599605493256,72.50751873757842,400.0,3000,500,400,0.5,600,800
summer_h21,206.40733751534702,66.05034800491104,400.0,3000,500,400,0.5,600,800
summer_h22,89.85302861268154,41.07567022294013,400.0,3000,500,400,0.5,600,800
summer_h23,105.94611854776453,48.432511336120925,400.0,3000,500,400,0.5,600,800
autumn_h00,99.77707433556064,45.61237683911344,500.0,3000,500,400,0.5,600,800
autumn_h01,103.2432621556794,47.1969198425963,500.0,3000,500,400,0.5,600,800
autumn_h02,106.11697996728243,48.510619413614826,500.0,3000,500,400,0.5,600,800
autumn_h03,95.10807020844547,43.47797495243221,500.0,3000,500,400,0.5,600,800
autumn_h04,101.47766648315572,46.38979039229976,500.0,3000,500,400,0.5,600,800
autumn_h05,104.93652395662866,47.970982380173105,500.0,3000,500,400,0.5,600,800
autumn_h06,102.345603044638,46.78656139183452,500.0,3000,500,400,0.5,600,800
autumn_h07,225.0068889426249,72.00220446163996,500.0,3000,500,400,0.5,600,800
autumn_h08,251.36002441343524,80.43520781229928,500.0,3000,500,400,0.5,600,800
autumn_h09,230.29529381684029,73.69449402138889,500.0,3000,500,400,0.5,600,800
autumn_h10,163.94026990810215,65.57610796324087,500.0,3000,500,400,0.5,600,800
autumn_h11,162.83555632348612,65.13422252939445,500.0,3000,500,400,0.5,600,800
autumn_h12,136.59007355220433,54.63602942088173,500.0,3000,500,400,0.5,600,800
autumn_h13,139.7009342536363,55.880373701454516,500.0,3000,500,400,0.5,600,800
autumn_h14,150.604426318681,60.2417705274724,500.0,3000,500,400,0.5,600,800
autumn_h15,143.3584652620205,57.343386104808204,500.0,3000,500,400,0.5,600,800
autumn_h16,140.7673673469342,56.306946938773685,500.0,3000,500,400,0.5,600,800
autumn_h17,143.70583098955035,57.48233239582014,500.0,3000,500,400,0.5,600,800
autumn_h18,237.53765779115454,76.01205049316945,500.0,3000,500,400,0.5,600,800
autumn_h19,232.7316719485183,74.47413502352586,500.0,3000,500,400,0.5,600,800
autumn_h20,229.36777287329784,73.39768731945531,500.0,3000,500,400,0.5,600,800
autumn_h21,203.88369646187834,65.24278286780107,500.0,3000,500,400,0.5,600,800
autumn_h22,107.9393631924118,49.34370888795968,500.0,3000,500,400,0.5,600,800
autumn_h23,106.15751699349667,48.529150625598476,500.0,3000,500,400,0.5,600,800
