,electricity_buy_price,electricity_sell_price,natural_gas_price,hydrogen_price,ammonia_price,sng_price,reclaimed_water_price,fertilizer_n_price,fertilizer_p_price
summer_h06,101.94373644067049,46.60285094430651,400.0,3000,500,400,0.5,600,800
summer_h07,221.1901487712774,70.78084760680876,400.0,3000,500,400,0.5,600,800
summer_h08,230.58804467918026,73.78817429733768,400.0,3000,500,400,0.5,600,800
summer_h09,209.0151538977255,66.88484924727216,400.0,3000,500,400,0.5,600,800
summer_h10,152.267754169956,60.907101667982396,400.0,3000,500,400,0.5,600,800
summer_h11,157.0932596614741,62.837303864589636,400.0,3000,500,400,0.5,600,800
summer_h12,148.11065428841673,59.24426171536669,400.0,3000,500,400,0.5,600,800
summer_h13,147.95960814669814,59.18384325867926,400.0,3000,500,400,0.5,600,800
summer_h14,144.85221631683524,57.9408865267341,400.0,3000,500,400,0.5,600,800
summer_h15,139.64860532701286,55.85944213080514,400.0,3000,500,400,0.5,600,800
summer_h16,135.19670739979438,54.07868295991775,400.0,3000,500,400,0.5,600,800
summer_h17,147.73561115245573,59.094244460982296,400.0,3000,500,400,0.5,600,800
summer_h18,235.0325079254232,75.21040253613542,400.0,3000,500,400,0.5,600,800
summer_h19,221.9944544402589,71.03822542088284,400.0,3000,500,400,0.5,600,800
summer_h20,206.49376452006288,66.07800464642013,400.0,3000,500,400,0.5,600,800
summer_h21,214.6593113285608,68.69097962513945,400.0,3000,500,400,0.5,600,800
summer_h22,106.44834766615959,48.66210179024438,400.0,3000,500,400,0.5,600,800
summer_h23,101.50190756999416,46.40087203199733,400.0,3000,500,400,0.5,600,800
autumn_h00,105.6600807335113,48.301751192462305,500.0,3000,500,400,0.5,600,800
autumn_h01,110.61992187415488,50.569107142470806,500.0,3000,500,400,0.5,600,800
autumn_h02,107.9645206202124,49.355209426382814,500.0,3000,500,400,0.5,600,800
autumn_h03,103.72777306177494,47.418410542525685,500.0,3000,500,400,0.5,600,800
autumn_h04,110.40971745964458,50.47301369583752,500.0,3000,500,400,0.5,600,800
autumn_h05,108.95017219369849,49.805793002833596,500.0,3000,500,400,0.5,600,800
autumn_h06,105.9221600984647,48.42155890215529,500.0,3000,500,400,0.5,600,800
autumn_h07,218.11628750583466,69.7972120018671,500.0,3000,500,400,0.5,600,800
autumn_h08,243.99586474601864,78.07867671872596,500.0,3000,500,400,0.5,600,800
autumn_h09,233.46361883345068,74.70835802670422,500.0,3000,500,400,0.5,600,800
autumn_h10,151.86264748839645,60.745058995358576,500.0,3000,500,400,0.5,600,800
autumn_h11,164.53880725499482,65.81552290199794,500.0,3000,500,400,0.5,600,800
autumn_h12,153.6863381186687,61.47453524746748,500.0,3000,500,400,0.5,600,800
autumn_h13,148.38684931333208,59.354739725332834,500.0,3000,500,400,0.5,600,800
autumn_h14,157.81804133401107,63.127216533604425,500.0,3000,500,400,0.5,600,800
autumn_h15,164.19791259353718,65.67916503741488,500.0,3000,500,400,0.5,600,800
autumn_h16,158.080349033829,63.23213961353161,500.0,3000,500,400,0.5,600,800
autumn_h17,151.79834936949047,60.719339747796184,500.0,3000,500,400,0.5,600,800
autumn_h18,220.74879610245625,70.639614752786,500.0,3000,500,400,0.5,600,800
autumn_h19,209.38623107250953,67.00359394320304,500.0,3000,500,400,0.5,600,800
autumn_h20,210.48836226875179,67.35627592600058,500.0,3000,500,400,0.5,600,800
autumn_h21,222.4549861700078,71.1855955744025,500.0,3000,500,400,0.5,600,800
autumn_h22,101.1608874359543,46.244977113579104,500.0,3000,500,400,0.5,600,800
autumn_h23,110.75928358696727,50.63281535404218,500.0,3000,500,400,0.5,600,800
